Brand,Model,Reference Number,Type,Movement,Base Movement,Movement Type,Price (New),Price (Used),Year,Case Diameter (mm),Lug Width (mm),Case Thickness (mm),Water Resistance (m),Crystal,Weight (grams),Case Material,Bracelet/Strap Type,Bezel Material,Power Reserve (hours),Complications,Gender,Country of Manufacture
Louis Moinet,Chronosphère,LMC-CHRO,Luxury,LJLM1000,In-house,Automatic,46000,37500,2023,43,22,13,50,Sapphire,,Titanium,Leather,,48,Chronograph,Male,Switzerland
Greubel Forsey,Double Balancier Convexe,GFS-DBC,Luxury,In-house,In-house,Manual,370000,305000,2023,43.5,21,15.5,30,Sapphire,,Titanium,Rubber,,72,Double Balance,Male,Switzerland
F.P. Journe,Linesport Centigraphe Titanium,FPJ-LSCT,Luxury,1506,In-house,Manual,71000,58500,2023,44,22,10.9,30,Sapphire,,Titanium,Bracelet,,80,Chronograph,Male,Switzerland
Urwerk,UR-105 T-Rex,UR105TRX,Luxury,UR 5.02,In-house,Automatic,105000,87500,2023,39.5,20,16.8,30,Sapphire,,Bronze,Leather,,48,Satellite Hours,Male,Switzerland
Czapek,Quai des Bergues Midnight Blue,CZP-QDB-MB,Luxury,SXH1,In-house,Manual,17000,14000,2023,42.5,20,11.5,30,Sapphire,,White Gold,Leather,,60,Small Seconds,Male,Switzerland
Kari Voutilainen,Vingt-8 R3,KV-V28R3,Luxury,Vingt-8,In-house,Manual,125000,102000,2023,39,20,11,30,Sapphire,,Platinum,Leather,,65,Time Only,Male,Switzerland
Moritz Grossmann,ATUM Hamatic Vintage,MOR-AHV,Luxury,106,In-house,Automatic,48000,39000,2023,41,20,11.35,30,Sapphire,,Rose Gold,Leather,,72,Hammer Winding,Male,Germany
Zeitwinkel,273° Glacier Blue,ZTW-273GB,Luxury,ZW0103,In-house,Automatic,12500,9950,2023,42.5,22,13.8,50,Sapphire,,Stainless Steel,Leather,,72,Power Reserve,Male,
Andersen Genève,Montre À Tact Poker Edition,AG-MTPK,Luxury,F. Piguet 11.50,F. Piguet 11.50,Automatic,54000,44500,2023,40,20,10.5,30,Sapphire,,18K Gold,Leather,,60,Jumping Hours,Male,Switzerland
Habring²,Doppel Felix Split-Seconds,A11R,N/A,N/A,In-house,Manual,13500,11000,2023,38.5,20,13.5,30,Sapphire,N/A,Stainless Steel,Leather,N/A,48,Split-Seconds,Male,Austria
Speake-Marin,One & Two Openworked Dual Time,SPM-OPD-LUX,Luxury,SMA03DT,In-house,Automatic,28000,23000,2023,42,22,12.5,50,Sapphire,,Titanium,Bracelet,,48,Dual Time,Male,Switzerland
Ming,18.01 H41 DLC,MNG-1801H41DLC,Diver,ETA 2824-2,ETA 2824-2,Automatic,3250,2600,2023,40,22,12.9,1000,Sapphire,,Titanium,Rubber,,38,Time Only,Male,Malaysia (Swiss Movement)
Kurono Tokyo,Toki Anniversary Edition,KUR-TOKI,Dress,Miyota 90S5,,Automatic,1890,1490,2023,37,20,11,50,Sapphire,,Stainless Steel,Leather,,42,Time Only,Male,Japan
Naoya Hida & Co.,Type 1C,NH-T1C,Dress,Cal.3019SS,ETA Peseux 7001 base,Manual,21500,17500,2023,37,20,10.8,30,Sapphire,,Stainless Steel,Leather,,48,Time Only,Male,Japan
Hajime Asaoka,Tsukuyomi Moonphase,HAC-TYMP,Luxury,HA-T01,In-house,Manual,145000,118000,2023,42,21,13.5,30,Sapphire,,Titanium,Leather,,72,Moonphase,Male,Japan
F.P. Journe,Octa Divine Black Label,FPJ-ODBL,Luxury,1300.3,In-house,Automatic,75000,61000,2023,40,20,10.6,30,Sapphire,,Platinum,Leather,,120,Moonphase,Male,
Urwerk,UR-105 TTH Tantalum Hull,UR105TTH,Luxury,UR 5.02,In-house,Automatic,110000,91000,2023,39.5,20,16.8,30,Sapphire,,Tantalum,Leather,,48,Satellite Hours,Male,Switzerland
Czapek,Antarctique Passage de Drake Glacier Blue,CZP-ANT-PDGGB,Luxury,SXH5,In-house,Automatic,22500,17800,2023,40.5,21.5,10.6,120,Sapphire,,Stainless Steel,Bracelet,,60,Time Only,Male,Switzerland
Kari Voutilainen,28Sport II,KV-28SPT2,Luxury,Vingt-8,In-house,Manual,135000,112000,2023,39,20,11,30,Sapphire,,Titanium,Leather,,65,Time Only,Male,Switzerland
Moritz Grossmann,Corner Stone Vintage,MOR-CSVT,Luxury,102.3,In-house,Manual,52000,43000,2023,46.6,20,11.5,30,Sapphire,,White Gold,Leather,,72,Small Seconds,Male,Germany
Zeitwinkel,188° Deep Black,ZTW-188DB,Luxury,ZW0102,In-house,Automatic,9800,7800,2023,39,22,13.2,50,Sapphire,,Stainless Steel,Leather,,72,Date,Male,Switzerland
Andersen Genève,Cabinet des Mystères Jumping Hours,AG-CDMJH,Luxury,F. Piguet 11.50,F. Piguet 11.50,Automatic,58000,47000,2023,42,20,11,30,Sapphire,,18K White Gold,Leather,,60,Jumping Hours,Male,Switzerland
Habring²,Chrono-Felix Panda,A11CP,N/A,N/A,In-house,Manual,7500,6150,2023,38.5,20,13,30,Sapphire,N/A,Stainless Steel,Leather,N/A,48,Chronograph,Male,Austria
Speake-Marin,Ripples Meteorite Dial,SPM-RMD,Luxury,SMA03-T20,In-house,Automatic,25000,20500,2023,40.3,22,11.1,50,Sapphire,,Stainless Steel,Bracelet,,52,Time Only,Male,Switzerland
Ming,29.01 Worldtimer,MNG-2901WT,Luxury,Schwarz Etienne,SE base,Manual,16500,13500,2023,42,20,11.5,100,Sapphire,,Titanium,Bracelet,,70,World Time,Male,Malaysia (Swiss Movement)
Kurono Tokyo,Calendrier Type III,KUR-CAL3,Dress,NE86A,,Automatic,1970,1580,2023,38,20,13,50,Sapphire,,Stainless Steel,Leather,,45,Triple Calendar,Male,Japan
Naoya Hida & Co.,Type 2B,NH-T2B,Dress,Cal.3019SS,ETA Peseux 7001 base,Manual,23500,19000,2023,37,20,10.8,30,Sapphire,,Stainless Steel,Leather,,48,Time Only,Male,Japan
Hajime Asaoka,Project H-Tourbillon,HAC-PHT,Luxury,HA-T02,In-house,Manual,150000,123000,2023,42,21,13.5,30,Sapphire,,Titanium,Leather,,72,Tourbillon,Male,Japan
F.P. Journe,Chronomètre à Résonance,FPJ-CR,Luxury,1499.3,In-house,Manual,165000,132000,2023,40,20,10.6,30,Sapphire,,Platinum,Leather,,42,Resonance,Male,Switzerland
Urwerk,UR-1001 Zeit Device,UR1001,Luxury,UR-1001,In-house,Manual,450000,365000,2023,60,23,23,30,Sapphire,,Steel,Rubber,,100,Multiple Complications,Male,Switzerland
Czapek,Antarctique Passage de Drake Lapis Lazuli,CZP-ANT-LAPIS,Luxury,SXH5,In-house,Automatic,24500,20000,2023,40.5,21.5,10.6,120,Sapphire,,Stainless Steel,Bracelet,,60,Time Only,Male,Switzerland
Kari Voutilainen,Vingt-8 ISO Bleu Nuit,KVC-V28ISO-BN,Luxury,Vingt-8,In-house,Manual,135000,110000,2023,39,20,11,30,Sapphire,,Titanium,Leather,,65,Time ISO Display,Male,Switzerland
Moritz Grossmann,Benu Tourbillon,MOR-BENTR,Luxury,103,In-house,Manual,165000,135000,2023,44.5,21,13.5,30,Sapphire,,Rose Gold,Leather,,72,Tourbillon,Male,Germany
Zeitwinkel,273° Blue Glacier,ZTW-273BG,Luxury,ZW0103,In-house,Automatic,12500,9900,2023,42.5,22,13.8,50,Sapphire,,Stainless Steel,Leather,,72,Power Reserve,Male,
Andersen Genève,Heures à Tact Mozart Edition,AG-HTM,Luxury,F. Piguet 11.50,F. Piguet 11.50,Automatic,60000,49500,2023,42,20,10.5,30,Sapphire,,18K White Gold,Leather,,60,Jumping Hours,Male,Switzerland
Habring²,Chrono Felix Foudroyante,A11CF,N/A,N/A,In-house,Manual,7900,6400,2023,38.5,20,13,30,Sapphire,,Stainless Steel,Leather,,48,Chronograph,Male,Austria
Speake-Marin,Ripples Titanium Meteorite,SP-RPTM,Luxury,SMA03-T20,In-house,Automatic,26500,21500,2023,40.3,22,11.1,50,Sapphire,,Titanium,Bracelet,,52,Time Only,Male,Switzerland
Ming,20.01 Series 2,MNG-2001S2,Luxury,Cal. 800.S1,Schwarz Etienne,Automatic,12500,9900,2023,41.5,20,12.5,100,Sapphire,,Titanium,Bracelet,,70,Time Only,Male,Malaysia (Swiss Movement)
Kurono Tokyo,Chronograph 6,KUR-CH6,Chronograph,NE88A,,Automatic,3980,3200,2023,38,20,13.5,50,Sapphire,,Stainless Steel,Leather,,45,Chronograph,Male,Japan
Naoya Hida & Co.,Type 3D,NH-T3D,Dress,Cal.3019SS,ETA Peseux 7001 base,Manual,23500,19500,2023,37,20,10.8,30,Sapphire,,Stainless Steel,Leather,,48,Small Seconds,Male,Japan
Hajime Asaoka,Tourbillon 3,HAC-T3,Luxury,HA-T03,In-house,Manual,175000,145000,2023,43,22,13.5,30,Sapphire,,Titanium,Leather,,72,Tourbillon,Male,Japan
F.P. Journe,Élégante 48mm Titalyt,FPJ-ELG48TT,Luxury,Electro-Mechanical,In-house,Quartz,19800,16000,2023,48,22,7.9,30,Sapphire,,Titalyt,Rubber,,100,Time Only,Unisex,Switzerland
Urwerk,UR-105 CT Maverick,UR105CTMV,Luxury,UR 5.03,In-house,Automatic,110000,92000,2023,39.5,20,16.8,30,Sapphire,,Bronze,Leather,,48,Satellite Hours,Male,Switzerland
Czapek,Antarctique Passage Viridian Green II,CZP-ANT-VG2,Luxury,SXH5,In-house,Automatic,23000,18700,2023,40.5,21.5,10.6,120,Sapphire,,Stainless Steel,Bracelet,,60,Time Only,Male,Switzerland
Kari Voutilainen,Scarabée D'Or,KV-SCARAB,Luxury,Vingt-8,In-house,Manual,175000,145000,2023,39,20,11,30,Sapphire,,Gold,Leather,,65,Time Only,Male,Switzerland
Moritz Grossmann,Atum Pure L,MOR-APL,Luxury,MG-003.0,In-house,Manual,46500,38000,2023,41,20,11.3,30,Sapphire,,Stainless Steel,Leather,,72,Time Only,Male,Germany
Zeitwinkel,188° Saphir Vert,ZTW-188SV,Luxury,ZW0102,In-house,Automatic,9800,7850,2023,39,22,13.2,50,Sapphire,,Stainless Steel,Leather,,72,Date,Male,Switzerland
Andersen Genève,Montre à Tact Art Deco,AG-MTAD,Luxury,F. Piguet 11.50,F. Piguet 11.50,Automatic,60000,49500,2023,40,20,10.5,30,Sapphire,,18K Gold,Leather,,60,Jumping Hours,Male,Switzerland
Habring²,Erwin Luminous,A11EL,N/A,N/A,In-house,Manual,7500,6100,2023,38.5,20,12,30,Sapphire,N/A,Stainless Steel,Leather,N/A,48,Deadbeat Seconds,Male,Austria
Speake-Marin,Openworked Tourbillon Titanium,SPM-OWTT,Luxury,SMA05,In-house,Manual,138000,114000,2023,42,22,12.8,50,Sapphire,,Titanium,Bracelet,,70,Openworked Tourbillon,Male,Switzerland
Ming,17.09 Blue 2023,MNG-1709BL23,Dress,Cal. 300.M1,ETA 2824-2 (modified),Automatic,1950,1580,2023,38,20,10,100,Sapphire,,Stainless Steel,Leather,,38,Time Only,Male,Malaysia (Swiss Movement)
Kurono Tokyo,Shiro II Chronograph,KUR-SH2CH,Chronograph,NE88A,,Automatic,3950,3175,2023,38,20,13.5,50,Sapphire,,Stainless Steel,Leather,,45,Chronograph,Male,Japan
Naoya Hida & Co.,Type 1E,NH-T1E,Dress,Cal.3019SS,ETA Peseux 7001 base,Manual,22500,18700,2023,37,20,10.8,30,Sapphire,,Stainless Steel,Leather,,48,Time Only,Male,Japan
Ming,17.03 GMT Ultraviolet,MNG-1703GMTUV,Dress,ETA 2893-2,ETA 2893-2,Automatic,2100,1680,2023,38,20,11.5,100,Sapphire,,Titanium,Bracelet,,42,GMT,Male,Malaysia (Swiss Movement)
F.P. Journe,Chronographe Monopoussoir Rattrapante,FPJ-CMR,Luxury,1518,In-house,Manual,145000,118000,2023,44,22,12.5,30,Sapphire,,Platinum,Leather,,60,Monopusher Rattrapante,Male,Switzerland
Laurent Ferrier,Classic Micro-Rotor Ice Blue,LFR-CMR-IB,Dress,FBN 229.01,In-house,Automatic,52000,42800,2023,40,20,12.2,30,Sapphire,,Stainless Steel,Leather,,72,Time Only,Male,Switzerland
Richard Mille,RM 07-01,RMC-RM0701,Dress,CRMA2,In-house,Automatic,130000,110000,2023,45.66,20,11.85,50,Sapphire,,Carbon TPT,Rubber,N/A,50,Time Only,Female,Switzerland
Richard Mille,RM 11-03,RMC-RM1103,Chronograph,RMAC3,In-house,Automatic,200000,170000,2023,44.5,20,16.15,50,Sapphire,,Carbon TPT,Rubber,N/A,55,Flyback Chronograph,Male,Switzerland
Richard Mille,RM 35-02 Rafael Nadal,RMC-RM3502,Sport,RMAL1,In-house,Automatic,150000,125000,2023,49.94,20,13.15,50,Sapphire,,Quartz TPT,Rubber,N/A,55,Time Only,Male,Switzerland
Richard Mille,RM 055 Bubba Watson,RMC-RM055,Sport,RMUL2,In-house,Manual,140000,115000,2023,49.9,20,13.05,30,Sapphire,,ATZ Ceramic,Rubber,N/A,55,Time Only,Male,Switzerland
Richard Mille,RM 033 Extra Flat,RMC-RM033,Dress,RMXP1,In-house,Automatic,85000,72000,2023,45.7,20,6.3,30,Sapphire,,Titanium,Leather,N/A,42,Time Only,Male,Switzerland
Richard Mille,RM 65-01 Automatic Split Seconds Chrono,RMC-RM6501,Chronograph,RMAC4,In-house,Automatic,300000,260000,2023,44.5,20,16.25,50,Sapphire,,Carbon TPT,Rubber,N/A,60,Split Seconds Chronograph,Male,Switzerland
Richard Mille,RM 07-04 Automatic Sport,RMC-RM0704,Sport,CRMA8,In-house,Automatic,185000,160000,2023,38.4,20,11.35,50,Sapphire,,Quartz TPT,Rubber,N/A,50,Time Only,Female,Switzerland
Richard Mille,RM 61-01 Yohan Blake,RMC-RM6101,Sport,RMUL2,In-house,Manual,130000,110000,2023,50.23,20,15.8,50,Sapphire,,Carbon TPT,Rubber,N/A,55,Time Only,Male,Switzerland
Richard Mille,RM 07-01 Snow Setting,RMC-RM0701SS,Dress,CRMA2,In-house,Automatic,250000,210000,2023,45.66,20,11.85,30,Sapphire,,White Gold,Leather,N/A,50,Time Only,Female,Switzerland
Richard Mille,RM 029 Le Mans Classic,RMC-RM029-LMC,Dress,RMAS7,In-house,Automatic,160000,135000,2023,48.15,20,13.05,50,Sapphire,,Titanium,Rubber,N/A,55,Big Date,Male,Switzerland
Romain Gauthier,Logical One,RMG-LOG-1,Luxury,Logical One,In-house,Manual,98000,82000,2023,43,20,14,30,Sapphire,,Red Gold,Leather,N/A,46,Fusee and Chain,Male,Switzerland
Romain Gauthier,Insight Micro-Rotor,RMG-IMR,Dress,Insight MR,In-house,Automatic,78000,64000,2023,39.5,20,12.9,50,Sapphire,,Titanium,Leather,N/A,80,Micro Rotor,Male,Switzerland
Romain Gauthier,Prestige HMS,RMG-PHMS,Dress,HMS,In-house,Manual,58000,48500,2023,41,20,11.5,30,Sapphire,,Platinum,Leather,N/A,60,Time Only,Male,Switzerland
Romain Gauthier,Freedom HMS,RMG-FHMS,Dress,HMS,In-house,Manual,45000,37500,2023,41,20,11.5,30,Sapphire,,Titanium,Leather,N/A,60,Time Only,Male,Switzerland
Romain Gauthier,C Logical One,RMG-CLOG-1,Luxury,Logical One,In-house,Manual,98000,82000,2023,43,20,14,30,Sapphire,,White Gold,Leather,N/A,46,Fusee and Chain,Male,Switzerland
Czapek,Antarctique Titanium Dark Sector II,CZP-ANT-TDS2,Luxury,SXH5,In-house,Automatic,27000,22000,2023,40.5,21.5,10.6,120,Sapphire,,Titanium,Bracelet,N/A,60,Time Only,Male,Switzerland
Czapek,Place Vendôme Complicité Stardust,CZP-PVC-ST,Luxury,SXH7,In-house,Manual,155000,129000,2023,41.8,21,12.8,30,Sapphire,,Platinum,Leather,N/A,72,Dual Escapement,Male,Switzerland
Czapek,Quai des Bergues Sursum Corda,CZP-QDB-SC,Luxury,SXH1,In-house,Manual,18000,14500,2023,42.5,20,11.5,30,Sapphire,,Titanium,Leather,N/A,60,Small Seconds,Male,Switzerland
Czapek,Antarctique Frozen Star S,CZP-AFS-S,Luxury,SXH5,In-house,Automatic,45000,38000,2023,40.5,21.5,10.6,120,Sapphire,,Osmium,Bracelet,N/A,60,Time Only,Male,Switzerland
Czapek,Place Vendôme Tourbillon Suspendu Ici et Ailleurs,CZP-PVTS-IEA,Luxury,SXH2,In-house,Manual,99000,82000,2023,43.5,22,12.3,30,Sapphire,,Rose Gold,Leather,N/A,60,Tourbillon,Male,Switzerland
Greubel Forsey,Balancier S2 Red Gold,GFS2-BSRG,Luxury,In-house,In-house,Manual,220000,182000,2023,42.5,21,14,100,Sapphire,,Red Gold,Rubber,N/A,72,Time Only,Male,Switzerland
Greubel Forsey,Double Balancier Convexe Carbon,GFS-DBC-C,Luxury,In-house,In-house,Manual,380000,315000,2023,43.5,21,15.5,30,Sapphire,,Carbon,Rubber,N/A,72,Double Balance,Male,Switzerland
Greubel Forsey,Convexe GMT Earth,GFS-GMTE,Luxury,In-house,In-house,Manual,500000,420000,2023,45.5,22,17.4,30,Sapphire,,Titanium,Rubber,N/A,72,GMT,Male,Switzerland
Greubel Forsey,Hand Made 1,GFS-HM1,Luxury,In-house,In-house,Manual,750000,635000,2023,43.5,21,13.5,30,Sapphire,,Platinum,Leather,N/A,60,Time Only,Male,Switzerland
Greubel Forsey,Quadruple Tourbillon GMT,GFS-QTGMT,Luxury,In-house,In-house,Manual,750000,620000,2023,47.5,21,17.5,30,Sapphire,,Titanium,Leather,N/A,120,4 Tourbillons,Male,Switzerland
Laurent Ferrier,Classic Traveller Ice Blue,LFR-CTIB,Luxury,LF230.01,In-house,Automatic,62000,51000,2023,41,20,12.6,30,Sapphire,,Stainless Steel,Bracelet,N/A,80,Dual Time,Male,Switzerland
Laurent Ferrier,Square Micro-Rotor Evergreen,LFR-SQMR-EG,Dress,FBN 229.01,In-house,Automatic,55000,45000,2023,41,20,11,30,Sapphire,,Stainless Steel,Leather,N/A,72,Time Only,Male,Switzerland
Laurent Ferrier,Classic Origin Green,LFR-COG,Dress,LF116.01,In-house,Manual,30000,24500,2023,40,20,10.7,30,Sapphire,,Titanium,Leather,N/A,80,Time Only,Male,Switzerland
Laurent Ferrier,Grand Sport Tourbillon Golden Brown,LFR-GS-TGB,Luxury,LF619.01,In-house,Manual,170000,140000,2023,44,21,13.4,100,Sapphire,,Gold,Bracelet,N/A,80,Tourbillon,Male,Switzerland
Laurent Ferrier,Classic Micro-Rotor Salmon Dial,LFR-CMR-SD,Dress,FBN 229.01,In-house,Automatic,52000,42800,2023,40,20,12.2,30,Sapphire,,Stainless Steel,Leather,N/A,72,Time Only,Male,Switzerland
Angelus,U41 Tourbillon Skeleton,ANG-U41TS,Luxury,A-300,In-house,Manual,40000,33000,2023,42,22,10,30,Sapphire,,Titanium,Rubber,N/A,60,Skeleton Tourbillon,Male,Switzerland
Angelus,LuminoX Tourbillon,ANG-LTX,Luxury,A-250,In-house,Manual,42000,34500,2023,42,22,10.2,30,Sapphire,,Carbon,Rubber,N/A,60,Tourbillon,Male,Switzerland
Angelus,U52 Diver Tourbillon,ANG-U52DT,Luxury,A-310,In-house,Manual,35000,28500,2023,45,22,13,300,Sapphire,,Carbon,Rubber,N/A,60,Tourbillon,Male,Switzerland
Angelus,Chronodate Titanium,ANG-CDT,Luxury,A-500,In-house,Automatic,25000,20500,2023,42.5,22,14,30,Sapphire,,Titanium,Rubber,N/A,60,Chronograph,Male,Switzerland
Angelus,U23 Carbon Cocktail,ANG-U23CC,Luxury,A-250,In-house,Manual,45000,37000,2023,42,22,10,30,Sapphire,,Carbon Composite,Rubber,N/A,60,Skeletonized,Male,Switzerland
Urwerk,UR-120 Spock,UR120SPK,Luxury,UR-20.01,In-house,Automatic,125000,101000,2023,44,21,15.8,30,Sapphire,,Titanium,Rubber,N/A,48,Satellite Hours,Male,Switzerland
Urwerk,UR-100V Full Titanium Jacket,UR100V-FTJ,Luxury,UR 12.02,In-house,Automatic,62000,50500,2023,41,22,14,30,Sapphire,,Titanium,Bracelet,N/A,48,Satellite Hours,Male,Switzerland
Urwerk,UR-105 TTH Tantalum Hull,UR105TTH,Luxury,UR 5.02,In-house,Automatic,110000,91000,2023,39.5,20,16.8,30,Sapphire,,Tantalum,Leather,N/A,48,Satellite Hours,Male,Switzerland
Urwerk,UR-220 Falcon Project,UR220FP,Luxury,UR-7.20,In-house,Manual,150000,123000,2023,43.8,21,14.8,30,Sapphire,,Carbon,Velcro,N/A,48,Satellite Hours,Male,Switzerland
Urwerk,UR-111C Black Cobra,UR111CBC,Luxury,UR-111C,In-house,Automatic,135000,110000,2023,42,20,15,30,Sapphire,,Stainless Steel,Bracelet,N/A,48,Linear Hours,Male,Switzerland
Urwerk,UR-T8 Transformer,URT8,Luxury,UR 8.01,In-house,Automatic,115000,94000,2023,60.23,22,20,30,Sapphire,,Titanium,Bracelet,N/A,48,Flipping Case,Male,Switzerland
Urwerk,UR-106 Flower Power,UR106FP,Luxury,UR 6.01,In-house,Automatic,85000,71000,2023,35,20,14,30,Sapphire,,Titanium,Rubber,N/A,48,Satellite Hours,Female,Switzerland
Urwerk,UR-210S Full Metal Jacket,UR210SFMJ,Luxury,UR-7.10,In-house,Automatic,145000,118000,2023,43.8,21,17.9,30,Sapphire,,Titanium,Bracelet,N/A,48,Satellite Hours,Male,Switzerland
Breitling,Navitimer B01 Chronograph 43,BR-NB01C43,Chronograph,Breitling 01,In-house,Automatic,9000,7400,2023,43,22,13.6,30,Sapphire,,Stainless Steel,Bracelet,N/A,70,Chronograph,Male,Switzerland
Breitling,Superocean Heritage B20 Automatic 42,BR-SOHB20,Diver,Breitling B20,Manufacture (Tudor MT5612),Automatic,5400,4400,2023,42,22,14.3,200,Sapphire,,Stainless Steel,Bracelet,N/A,70,Time Only,Male,Switzerland
Grand Seiko,SBGA211 “Snowflake”,GS-SBGA211,Dress,9R65,In-house,Spring Drive,6200,5100,2023,41,20,12.5,100,Sapphire,,Titanium,Bracelet,N/A,72,Date,Male,Japan
Grand Seiko,SLGH005 “White Birch”,GS-SLGH005,Dress,9SA5,In-house,Automatic,9100,7600,2023,40,22,11.7,100,Sapphire,,Stainless Steel,Bracelet,N/A,80,Date,Male,Japan
Cartier,Santos de Cartier Medium,CT-SD-MED,Dress,1847 MC,In-house,Automatic,7200,5900,2023,35.1,18,8.83,100,Sapphire,,Stainless Steel,Bracelet,N/A,40,Time Only,Unisex,Switzerland
Cartier,Tank Must Large,CT-TK-LRG,Dress,1847 MC,In-house,Automatic,3900,3200,2023,33.7,22,8.37,30,Sapphire,,Stainless Steel,Leather,N/A,40,Time Only,Unisex,Switzerland
Hublot,Big Bang Unico 42,HUB-BB42,Chronograph,HUB1280,In-house,Automatic,21500,17800,2023,42,22,14.5,100,Sapphire,,Titanium,Rubber,N/A,72,Flyback Chronograph,Male,Switzerland
Hublot,Classic Fusion 40mm,HUB-CF40,Dress,HUB1110,ETA 2892-A2,Automatic,7800,6200,2023,40,20,10,50,Sapphire,,Titanium,Rubber,N/A,42,Time Only,Male,Switzerland
Zenith,Chronomaster Sport,ZEN-CHSP,Chronograph,El Primero 3600,In-house,Automatic,10700,8900,2023,41,20,13.8,100,Sapphire,,Stainless Steel,Bracelet,Ceramic,60,Chronograph,Male,Switzerland
Zenith,Defy Classic Skeleton,ZEN-DCSK,Sport,Elite 670SK,In-house,Automatic,7700,6300,2023,41,22,10.8,100,Sapphire,,Titanium,Rubber,N/A,50,Skeleton,Male,Switzerland
Tudor,Black Bay 58 Blue,TUD-BB58B,Diver,MT5402,In-house,Automatic,4100,3400,2023,39,20,11.9,200,Sapphire,,Stainless Steel,Bracelet,N/A,70,Time Only,Male,Switzerland
Tudor,Ranger 39mm,TUD-RNG39,Field,MT5402,In-house,Automatic,3000,2450,2023,39,20,12,100,Sapphire,,Stainless Steel,Bracelet,N/A,70,Time Only,Male,Switzerland
Oris,Aquis Date 41.5mm,OR-AQ41D,Diver,Oris 733 (SW 200-1),Sellita SW200-1,Automatic,2300,1850,2023,41.5,22,12.5,300,Sapphire,,Stainless Steel,Bracelet,Ceramic,38,Date,Male,Switzerland
Oris,Big Crown Pointer Date 40mm,OR-BCPD40,Dress,Oris 754 (SW200-1),Sellita SW200-1,Automatic,2000,1650,2023,40,20,11.5,50,Sapphire,,Stainless Steel,Leather,N/A,38,Pointer Date,Male,Switzerland
Longines,Spirit Zulu Time,LNG-SZT-GMT,GMT,L844.4,ETA base,Automatic,3300,2700,2023,42,22,13.9,100,Sapphire,,Stainless Steel,Bracelet,Ceramic,72,GMT,Male,Switzerland
Longines,HydroConquest 41,LNG-HC41,Diver,L888,ETA A31.L01,Automatic,1900,1550,2023,41,21,11.9,300,Sapphire,,Stainless Steel,Bracelet,Ceramic,72,Time Only,Male,Switzerland
Nomos,Metro 38 Date,NOM-MET38,Dress,DUW 4101,In-house,Manual,3500,2850,2023,38.5,19,7.8,50,Sapphire,,Stainless Steel,Leather,N/A,42,Date,Male,Germany
Nomos,Tangente Sport Neomatik 42,NOM-TGNSP42,Sport,DUW 6101,In-house,Automatic,4800,3900,2023,42,20,10.9,300,Sapphire,,Stainless Steel,Bracelet,N/A,42,Date,Male,Germany
Junghans,Max Bill Automatic 38,JUN-MXB38,Dress,J800.1,ETA 2824-2,Automatic,1100,880,2023,38,20,10,30,Plexiglass,,Stainless Steel,Leather,N/A,38,Time Only,Male,Germany
Junghans,Meister Chronoscope,JUN-MCHRO,Chronograph,J880.1,Valjoux 7750,Automatic,2300,1850,2023,40.7,21,13.9,50,Sapphire,,Stainless Steel,Leather,N/A,48,Chronograph,Male,Germany
Seiko,Presage Cocktail Time “Sky Diving”,SEI-PRESKY,Dress,4R35,N/A,Automatic,425,345,2023,40.5,20,11.8,50,Hardlex,,Stainless Steel,Leather,N/A,41,Date,Male,Japan
Seiko,Prospex Turtle “Save the Ocean”,SEI-TURSTO,Diver,4R36,N/A,Automatic,495,395,2023,45,22,13.4,200,Hardlex,,Stainless Steel,Rubber,N/A,41,Date,Male,Japan
Citizen,Tsuyosa Automatic,CIT-TSY01,Dress,8210,N/A,Automatic,450,370,2023,40,20,11.7,50,Sapphire,,Stainless Steel,Bracelet,N/A,40,Time Only,Male,Japan
Citizen,Promaster Diver Automatic,CIT-PRMDIV,Diver,8204,N/A,Automatic,395,315,2023,44,20,12.8,200,Hardlex,,Stainless Steel,Rubber,N/A,40,Day-Date,Male,Japan
Casio,Edifice Solar Chronograph,CAS-EDISO,Chronograph,5019,N/A,Solar Quartz,250,200,2023,44,22,11,100,Hardlex,,Stainless Steel,Bracelet,N/A,N/A,Chronograph,Male,Japan
Casio,G-Shock GA2100-1A1,CAS-GA2100,Sport,5611,N/A,Quartz,99,85,2023,45.4,20,11.8,200,Mineral,,Carbon/Resin,Resin,N/A,N/A,Time Only,Unisex,Japan
Casio,Pro Trek PRG-270,CAS-PRG270,Sport,3415,N/A,Solar Quartz,200,160,2023,54.6,22,14.4,100,Mineral,,Resin,Resin,N/A,N/A,Altimeter/Compass/Barometer,Male,Japan
Timex,Marlin Automatic 40mm,TIM-MRL40,Dress,Miyota 8215,N/A,Automatic,260,210,2023,40,20,13,30,Acrylic,,Stainless Steel,Leather,N/A,40,Date,Male,USA
Timex,Q Timex Reissue 38mm,TIM-QTR38,Dress,Quartz,N/A,Quartz,189,155,2023,38,18,11.5,50,Acrylic,,Stainless Steel,Bracelet,N/A,N/A,Day-Date,Unisex,USA
Baltic,Aquascaphe Classic,BAL-AQCL,Diver,Miyota 9039,N/A,Automatic,600,500,2023,39,20,12.5,200,Sapphire,,Stainless Steel,Bracelet,N/A,42,Date,Male,France
Unimatic,U1 Classic UC4,UNI-U1UC4,Diver,Seiko NH35,N/A,Automatic,650,530,2023,40,22,13.6,300,Sapphire,,Stainless Steel,Rubber,N/A,41,Time Only,Male,Italy
